ano,semestre,data,regiao,uf,municipio,rede_ensino,serie,matriculados,evasoes,taxa_evasao,renda_media_familiar,indice_desempenho,acesso_internet,nivel_risco
2016,1,2016-06-01,Sul,SC,Joinville,Pública,3º ano,8036,899,11.2,2350.16,62.02,80.0,Alto
2016,1,2016-06-01,Sul,SC,Joinville,Privada,2º ano,5986,370,6.18,3834.74,57.44,56.3,Médio
2016,1,2016-06-01,Sul,RS,Porto Alegre,Pública,1º ano,12193,1247,10.23,3002.93,76.73,62.3,Alto
2016,1,2016-06-01,Sul,RS,Porto Alegre,Privada,1º ano,37045,1482,4.0,3571.2,71.92,91.4,Médio
2016,1,2016-06-01,Sul,RS,Caxias do Sul,Pública,1º ano,16938,1650,9.74,1985.98,81.45,51.2,Alto
2016,1,2016-06-01,Sul,RS,Caxias do Sul,Privada,2º ano,37394,1560,4.17,1411.35,69.02,75.1,Médio
2016,2,2016-12-01,Norte,AM,Manaus,Pública,2º ano,24921,3320,13.33,2425.24,64.12,86.3,Crítico
2016,2,2016-12-01,Norte,AM,Manaus,Privada,3º ano,32604,485,1.49,3090.17,48.46,49.0,Baixo
2016,2,2016-12-01,Norte,PA,Belém,Pública,1º ano,2539,191,7.55,4057.4,51.48,45.3,Médio
2016,2,2016-12-01,Norte,PA,Belém,Privada,2º ano,1025,22,2.23,3207.87,90.98,46.7,Baixo
2016,2,2016-12-01,Norte,PA,Santarém,Pública,2º ano,29850,3599,12.06,3361.41,65.97,62.6,Alto
2016,2,2016-12-01,Norte,PA,Santarém,Privada,2º ano,22734,1046,4.6,2058.79,73.4,81.0,Médio
2016,2,2016-12-01,Norte,RO,Porto Velho,Pública,1º ano,10184,1109,10.89,3618.31,68.39,89.2,Alto
2016,2,2016-12-01,Norte,RO,Porto Velho,Privada,1º ano,14582,606,4.16,3286.01,83.75,46.3,Médio
2016,2,2016-12-01,Norte,TO,Palmas,Pública,1º ano,801,96,12.08,3472.11,60.51,81.0,Alto
2016,2,2016-12-01,Norte,TO,Palmas,Privada,3º ano,1181,55,4.71,3344.84,69.98,58.8,Médio
2016,2,2016-12-01,Nordeste,BA,Salvador,Pública,1º ano,44453,5571,12.53,2575.39,65.66,80.0,Alto
2016,2,2016-12-01,Nordeste,BA,Salvador,Privada,1º ano,20179,1123,5.57,3401.06,56.07,83.8,Médio
2016,2,2016-12-01,Nordeste,BA,Feira de Santana,Pública,3º ano,2083,165,7.94,3027.14,80.36,92.6,Médio
2016,2,2016-12-01,Nordeste,BA,Feira de Santana,Privada,1º ano,17648,973,5.52,2783.73,51.41,85.2,Médio
2016,2,2016-12-01,Nordeste,PE,Recife,Pública,1º ano,12193,1895,15.55,3633.98,48.31,57.9,Crítico
2016,2,2016-12-01,Nordeste,PE,Recife,Privada,3º ano,15652,775,4.95,2992.77,64.77,94.2,Médio
2016,2,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,3º ano,32598,4593,14.09,2572.9,50.02,80.5,Crítico
2016,2,2016-12-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,1º ano,38253,435,1.14,2897.82,75.44,89.3,Baixo
2016,2,2016-12-01,Nordeste,CE,Fortaleza,Pública,3º ano,10682,1154,10.81,4047.06,73.17,46.5,Alto
2016,2,2016-12-01,Nordeste,CE,Fortaleza,Privada,2º ano,36430,2685,7.37,2991.47,58.68,88.9,Médio
2016,2,2016-12-01,Nordeste,CE,Juazeiro do Norte,Pública,2º ano,4899,591,12.08,2935.39,64.44,68.3,Alto
2016,2,2016-12-01,Nordeste,CE,Juazeiro do Norte,Privada,3º ano,3049,290,9.51,2553.87,53.04,93.7,Alto
2016,2,2016-12-01,Nordeste,MA,São Luís,Pública,2º ano,43194,3309,7.66,3298.49,53.52,91.5,Médio
2016,2,2016-12-01,Nordeste,MA,São Luís,Privada,2º ano,10404,52,0.5,2926.13,72.65,80.2,Baixo
2016,2,2016-12-01,Nordeste,PB,João Pessoa,Pública,1º ano,47692,5480,11.49,2694.07,68.38,58.4,Alto
2016,2,2016-12-01,Nordeste,PB,João Pessoa,Privada,3º ano,27890,1744,6.26,2881.81,51.12,93.9,Médio
2016,2,2016-12-01,Centro-Oeste,DF,Brasília,Pública,3º ano,37324,2827,7.57,3089.91,44.42,77.0,Médio
2016,2,2016-12-01,Centro-Oeste,DF,Brasília,Privada,1º ano,27955,1346,4.82,2598.68,73.17,75.0,Médio
2016,2,2016-12-01,Centro-Oeste,GO,Goiânia,Pública,3º ano,21739,1736,7.99,1852.92,48.83,62.6,Médio
2016,2,2016-12-01,Centro-Oeste,GO,Goiânia,Privada,2º ano,2333,66,2.86,2469.01,87.96,59.5,Baixo
2016,2,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,1º ano,31608,3615,11.44,2244.63,60.69,93.8,Alto
2016,2,2016-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,3º ano,35942,1573,4.38,1848.28,56.89,79.1,Médio
2016,2,2016-12-01,Centro-Oeste,MT,Cuiabá,Pública,1º ano,23209,2720,11.72,2003.31,56.83,49.5,Alto
2016,2,2016-12-01,Centro-Oeste,MT,Cuiabá,Privada,2º ano,33090,1940,5.86,2041.29,42.46,90.4,Médio
2016,2,2016-12-01,Centro-Oeste,MS,Campo Grande,Pública,3º ano,36997,3618,9.78,2021.14,67.18,49.1,Alto
2016,2,2016-12-01,Centro-Oeste,MS,Campo Grande,Privada,3º ano,7085,302,4.27,2015.81,69.43,84.2,Médio
2016,2,2016-12-01,Sudeste,SP,São Paulo,Pública,2º ano,48676,6943,14.26,3706.51,72.25,57.1,Crítico
2016,2,2016-12-01,Sudeste,SP,São Paulo,Privada,2º ano,5244,162,3.1,2418.48,34.71,51.5,Baixo
2016,2,2016-12-01,Sudeste,SP,Campinas,Pública,3º ano,19003,1577,8.3,2426.94,55.24,46.7,Alto
2016,2,2016-12-01,Sudeste,SP,Campinas,Privada,1º ano,30567,767,2.51,4616.03,58.93,53.2,Baixo
2016,2,2016-12-01,Sudeste,SP,Ribeirão Preto,Pública,2º ano,21227,2198,10.36,2208.07,86.68,48.0,Alto
2016,2,2016-12-01,Sudeste,SP,Ribeirão Preto,Privada,3º ano,9968,355,3.56,3891.38,50.29,58.7,Baixo
2016,2,2016-12-01,Sudeste,RJ,Rio de Janeiro,Pública,1º ano,2878,314,10.94,3168.49,64.01,63.8,Alto
2016,2,2016-12-01,Sudeste,RJ,Rio de Janeiro,Privada,2º ano,14611,324,2.22,1478.45,92.87,45.2,Baixo
2016,2,2016-12-01,Sudeste,RJ,Niterói,Pública,2º ano,5254,707,13.48,2606.98,68.07,65.9,Crítico
2016,2,2016-12-01,Sudeste,RJ,Niterói,Privada,1º ano,26358,2201,8.35,3023.0,70.48,47.5,Alto
2016,2,2016-12-01,Sudeste,RJ,Nova Iguaçu,Pública,1º ano,13142,1109,8.44,2970.42,64.31,52.6,Alto
2016,2,2016-12-01,Sudeste,RJ,Nova Iguaçu,Privada,1º ano,30253,1449,4.79,2344.39,76.54,82.0,Médio
2016,2,2016-12-01,Sudeste,RJ,Petrópolis,Pública,3º ano,26059,2731,10.48,2615.17,55.78,80.3,Alto
2016,2,2016-12-01,Sudeste,RJ,Petrópolis,Privada,1º ano,3880,209,5.41,3100.52,35.3,65.5,Médio
2016,2,2016-12-01,Sudeste,MG,Belo Horizonte,Pública,1º ano,1540,156,10.14,3224.65,94.45,76.0,Alto
2016,2,2016-12-01,Sudeste,MG,Belo Horizonte,Privada,2º ano,5966,99,1.68,3299.29,59.94,60.1,Baixo
2016,2,2016-12-01,Sudeste,MG,Uberlândia,Pública,1º ano,34324,3449,10.05,2784.86,70.49,81.1,Alto
2016,2,2016-12-01,Sudeste,MG,Uberlândia,Privada,3º ano,21725,1421,6.54,2593.25,43.85,93.7,Médio
2016,2,2016-12-01,Sudeste,MG,Juiz de Fora,Pública,3º ano,43179,6115,14.16,1576.84,65.68,45.9,Crítico
2016,2,2016-12-01,Sudeste,MG,Juiz de Fora,Privada,1º ano,7737,44,0.58,3006.38,73.46,64.3,Baixo
2016,2,2016-12-01,Sudeste,ES,Vitória,Pública,2º ano,19186,3128,16.31,1819.8,68.98,46.9,Crítico
2016,2,2016-12-01,Sudeste,ES,Vitória,Privada,3º ano,23687,993,4.19,2564.39,83.78,53.6,Médio
2016,2,2016-12-01,Sudeste,ES,Vila Velha,Pública,3º ano,33305,4037,12.12,2552.57,68.41,64.5,Alto
2016,2,2016-12-01,Sudeste,ES,Vila Velha,Privada,3º ano,31531,1574,4.99,1808.76,80.63,77.4,Médio
2016,2,2016-12-01,Sudeste,ES,Serra,Pública,3º ano,44770,4870,10.88,3233.37,60.36,72.9,Alto
2016,2,2016-12-01,Sudeste,ES,Serra,Privada,2º ano,10666,606,5.68,2528.88,57.19,46.7,Médio
2016,2,2016-12-01,Sul,PR,Curitiba,Pública,2º ano,977,111,11.43,1909.39,75.87,57.3,Alto
2016,2,2016-12-01,Sul,PR,Curitiba,Privada,1º ano,46475,623,1.34,3471.29,45.76,59.8,Baixo
2016,2,2016-12-01,Sul,PR,Londrina,Pública,1º ano,26428,2800,10.6,3205.34,68.08,89.0,Alto
2016,2,2016-12-01,Sul,PR,Londrina,Privada,3º ano,25104,260,1.04,2667.22,57.09,49.7,Baixo
2016,2,2016-12-01,Sul,SC,Florianópolis,Pública,1º ano,30205,2646,8.76,2376.38,75.95,94.5,Alto
2016,2,2016-12-01,Sul,SC,Florianópolis,Privada,1º ano,36030,437,1.21,2947.97,52.3,93.2,Baixo
2016,2,2016-12-01,Sul,SC,Joinville,Pública,2º ano,30134,4453,14.78,3263.04,55.25,74.0,Crítico
2016,2,2016-12-01,Sul,SC,Joinville,Privada,3º ano,42863,2668,6.22,2264.68,59.47,84.4,Médio
2016,2,2016-12-01,Sul,RS,Porto Alegre,Pública,2º ano,43873,4356,9.93,3027.52,76.09,75.9,Alto
2016,2,2016-12-01,Sul,RS,Porto Alegre,Privada,3º ano,49682,748,1.51,2268.77,53.48,75.8,Baixo
2016,2,2016-12-01,Sul,RS,Caxias do Sul,Pública,2º ano,6802,707,10.4,2243.09,69.87,54.6,Alto
2016,2,2016-12-01,Sul,RS,Caxias do Sul,Privada,2º ano,13796,728,5.28,3277.06,48.87,79.6,Médio
2017,1,2017-06-01,Norte,AM,Manaus,Pública,2º ano,25505,2518,9.88,2788.73,39.51,59.1,Alto
2017,1,2017-06-01,Norte,AM,Manaus,Privada,1º ano,19168,427,2.23,2653.26,72.45,54.4,Baixo
2017,1,2017-06-01,Norte,PA,Belém,Pública,3º ano,27757,2900,10.45,2671.27,84.45,85.1,Alto
2017,1,2017-06-01,Norte,PA,Belém,Privada,3º ano,8012,40,0.5,2950.11,79.12,85.0,Baixo
2017,1,2017-06-01,Norte,PA,Santarém,Pública,3º ano,14010,876,6.25,2501.24,89.71,57.2,Médio
2017,1,2017-06-01,Norte,PA,Santarém,Privada,1º ano,21029,784,3.73,2613.09,53.12,86.7,Baixo
2017,1,2017-06-01,Norte,RO,Porto Velho,Pública,1º ano,20474,2499,12.21,2066.26,46.28,52.5,Alto
2017,1,2017-06-01,Norte,RO,Porto Velho,Privada,2º ano,48933,2229,4.56,3463.16,59.8,79.2,Médio
2017,1,2017-06-01,Norte,TO,Palmas,Pública,1º ano,22643,2368,10.46,2484.4,54.36,74.9,Alto
2017,1,2017-06-01,Norte,TO,Palmas,Privada,2º ano,38202,897,2.35,3111.8,59.64,90.5,Baixo
2017,1,2017-06-01,Nordeste,BA,Salvador,Pública,2º ano,18283,2029,11.1,2440.82,66.35,54.7,Alto
2017,1,2017-06-01,Nordeste,BA,Salvador,Privada,3º ano,40065,1419,3.54,3383.18,64.47,84.3,Baixo
2017,1,2017-06-01,Nordeste,BA,Feira de Santana,Pública,1º ano,44514,5196,11.67,2267.09,67.11,56.9,Alto
2017,1,2017-06-01,Nordeste,BA,Feira de Santana,Privada,3º ano,32308,1853,5.74,3211.41,65.04,82.0,Médio
2017,1,2017-06-01,Nordeste,PE,Recife,Pública,1º ano,31499,3132,9.94,1661.15,42.93,67.4,Alto
2017,1,2017-06-01,Nordeste,PE,Recife,Privada,1º ano,20407,516,2.53,3156.12,58.56,84.4,Baixo
2017,1,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,1º ano,16687,1505,9.02,1729.95,62.03,47.8,Alto
2017,1,2017-06-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,1º ano,12999,519,3.99,1556.05,48.63,93.4,Baixo
2017,1,2017-06-01,Nordeste,CE,Fortaleza,Pública,1º ano,49764,6401,12.86,2857.15,67.69,58.6,Alto
2017,1,2017-06-01,Nordeste,CE,Fortaleza,Privada,3º ano,38876,1885,4.85,3021.62,59.96,74.9,Médio
2017,1,2017-06-01,Nordeste,CE,Juazeiro do Norte,Pública,3º ano,4984,676,13.58,2155.54,56.03,66.5,Crítico
2017,1,2017-06-01,Nordeste,CE,Juazeiro do Norte,Privada,3º ano,25082,1024,4.09,3506.37,95.28,93.9,Médio
2017,1,2017-06-01,Nordeste,MA,São Luís,Pública,2º ano,46497,5924,12.74,3423.3,62.86,63.7,Alto
2017,1,2017-06-01,Nordeste,MA,São Luís,Privada,2º ano,30332,981,3.24,2491.73,92.71,62.0,Baixo
2017,1,2017-06-01,Nordeste,PB,João Pessoa,Pública,1º ano,41290,3476,8.42,3553.63,74.69,62.8,Alto
2017,1,2017-06-01,Nordeste,PB,João Pessoa,Privada,1º ano,24328,342,1.41,2896.67,61.47,75.3,Baixo
2017,1,2017-06-01,Centro-Oeste,DF,Brasília,Pública,2º ano,32647,3035,9.3,3303.13,61.28,57.5,Alto
2017,1,2017-06-01,Centro-Oeste,DF,Brasília,Privada,2º ano,18811,1001,5.32,1351.19,62.87,57.3,Médio
2017,1,2017-06-01,Centro-Oeste,GO,Goiânia,Pública,1º ano,40339,5045,12.51,2825.51,73.71,62.3,Alto
2017,1,2017-06-01,Centro-Oeste,GO,Goiânia,Privada,1º ano,13205,703,5.33,2052.2,60.49,80.0,Médio
2017,1,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,2º ano,16993,2093,12.32,2507.05,47.2,60.5,Alto
2017,1,2017-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,2º ano,1357,7,0.52,2315.1,51.83,53.0,Baixo
2017,1,2017-06-01,Centro-Oeste,MT,Cuiabá,Pública,3º ano,31199,3587,11.5,2644.67,77.95,72.6,Alto
2017,1,2017-06-01,Centro-Oeste,MT,Cuiabá,Privada,3º ano,20609,793,3.85,3175.95,53.74,74.0,Baixo
2017,1,2017-06-01,Centro-Oeste,MS,Campo Grande,Pública,1º ano,10953,1217,11.12,3609.57,60.45,91.2,Alto
2017,1,2017-06-01,Centro-Oeste,MS,Campo Grande,Privada,3º ano,4612,142,3.09,3622.08,43.09,76.7,Baixo
2017,1,2017-06-01,Sudeste,SP,São Paulo,Pública,1º ano,11267,1188,10.55,3703.7,76.85,56.8,Alto
2017,1,2017-06-01,Sudeste,SP,São Paulo,Privada,2º ano,37336,1898,5.09,2929.56,83.5,72.6,Médio
2017,1,2017-06-01,Sudeste,SP,Campinas,Pública,1º ano,42433,4991,11.76,3729.07,64.28,46.8,Alto
2017,1,2017-06-01,Sudeste,SP,Campinas,Privada,1º ano,28114,556,1.98,1713.82,81.76,83.4,Baixo
2017,1,2017-06-01,Sudeste,SP,Ribeirão Preto,Pública,1º ano,2876,303,10.57,2272.23,61.97,83.4,Alto
2017,1,2017-06-01,Sudeste,SP,Ribeirão Preto,Privada,3º ano,11235,385,3.43,2770.49,33.38,46.5,Baixo
2017,1,2017-06-01,Sudeste,RJ,Rio de Janeiro,Pública,2º ano,29829,3250,10.9,3796.56,58.88,94.1,Alto
2017,1,2017-06-01,Sudeste,RJ,Rio de Janeiro,Privada,3º ano,34755,1423,4.1,2297.65,61.63,83.7,Médio
2017,1,2017-06-01,Sudeste,RJ,Niterói,Pública,1º ano,44025,5677,12.9,2522.44,49.08,76.2,Alto
2017,1,2017-06-01,Sudeste,RJ,Niterói,Privada,2º ano,8517,493,5.79,3252.83,84.06,46.2,Médio
2017,1,2017-06-01,Sudeste,RJ,Nova Iguaçu,Pública,3º ano,33453,3337,9.98,2621.51,64.85,70.2,Alto
2017,1,2017-06-01,Sudeste,RJ,Nova Iguaçu,Privada,3º ano,8458,191,2.26,2656.65,48.36,80.4,Baixo
2017,1,2017-06-01,Sudeste,RJ,Petrópolis,Pública,1º ano,10356,1219,11.78,2410.22,69.93,46.6,Alto
2017,1,2017-06-01,Sudeste,RJ,Petrópolis,Privada,3º ano,22443,1120,4.99,3422.96,74.19,70.8,Médio
2017,1,2017-06-01,Sudeste,MG,Belo Horizonte,Pública,2º ano,1932,182,9.46,2655.25,99.63,87.2,Alto
2017,1,2017-06-01,Sudeste,MG,Belo Horizonte,Privada,1º ano,3699,168,4.56,4000.85,77.46,76.7,Médio
2017,1,2017-06-01,Sudeste,MG,Uberlândia,Pública,2º ano,36931,3540,9.59,4598.57,58.78,78.4,Alto
2017,1,2017-06-01,Sudeste,MG,Uberlândia,Privada,3º ano,24973,926,3.71,3569.63,63.88,63.9,Baixo
2017,1,2017-06-01,Sudeste,MG,Juiz de Fora,Pública,1º ano,22414,2023,9.03,2146.4,63.44,89.6,Alto
2017,1,2017-06-01,Sudeste,MG,Juiz de Fora,Privada,3º ano,26644,311,1.17,3601.54,70.02,60.3,Baixo
2017,1,2017-06-01,Sudeste,ES,Vitória,Pública,1º ano,22946,2106,9.18,3502.38,71.34,51.6,Alto
2017,1,2017-06-01,Sudeste,ES,Vitória,Privada,3º ano,26720,676,2.53,3250.21,59.41,87.1,Baixo
2017,1,2017-06-01,Sudeste,ES,Vila Velha,Pública,3º ano,8129,762,9.38,3268.67,63.94,78.4,Alto
2017,1,2017-06-01,Sudeste,ES,Vila Velha,Privada,2º ano,25640,2234,8.71,2038.5,43.3,75.4,Alto
2017,1,2017-06-01,Sudeste,ES,Serra,Pública,2º ano,29185,3473,11.9,2622.16,57.93,74.1,Alto
2017,1,2017-06-01,Sudeste,ES,Serra,Privada,3º ano,22029,1509,6.85,2446.3,60.69,70.8,Médio
2017,1,2017-06-01,Sul,PR,Curitiba,Pública,1º ano,31084,3342,10.75,3224.96,50.58,45.1,Alto
2017,1,2017-06-01,Sul,PR,Curitiba,Privada,1º ano,17965,387,2.16,2449.71,85.6,92.6,Baixo
2017,1,2017-06-01,Sul,PR,Londrina,Pública,1º ano,42167,5154,12.22,2072.31,77.2,78.8,Alto
2017,1,2017-06-01,Sul,PR,Londrina,Privada,1º ano,39212,1396,3.56,2699.61,69.72,47.5,Baixo
2017,1,2017-06-01,Sul,SC,Florianópolis,Pública,1º ano,6333,765,12.09,3619.41,56.69,93.4,Alto
2017,1,2017-06-01,Sul,SC,Florianópolis,Privada,3º ano,47113,2149,4.56,2071.43,67.1,52.8,Médio
2017,1,2017-06-01,Sul,SC,Joinville,Pública,1º ano,3405,322,9.48,2359.63,44.84,84.3,Alto
2017,1,2017-06-01,Sul,SC,Joinville,Privada,3º ano,2275,120,5.31,3305.92,68.73,45.6,Médio
2017,1,2017-06-01,Sul,RS,Porto Alegre,Pública,3º ano,16160,1804,11.16,2916.07,74.91,85.2,Alto
2017,1,2017-06-01,Sul,RS,Porto Alegre,Privada,1º ano,13342,783,5.87,3479.17,93.33,67.4,Médio
2017,1,2017-06-01,Sul,RS,Caxias do Sul,Pública,3º ano,38815,2974,7.66,2418.48,60.9,45.3,Médio
2017,1,2017-06-01,Sul,RS,Caxias do Sul,Privada,3º ano,49294,2855,5.79,2154.92,83.77,62.7,Médio
2017,2,2017-12-01,Norte,AM,Manaus,Pública,2º ano,45077,4705,10.44,3114.82,54.81,84.2,Alto
2017,2,2017-12-01,Norte,AM,Manaus,Privada,2º ano,43439,2379,5.48,2913.4,73.44,61.8,Médio
2017,2,2017-12-01,Norte,PA,Belém,Pública,1º ano,18326,1719,9.38,2747.4,46.29,57.2,Alto
2017,2,2017-12-01,Norte,PA,Belém,Privada,2º ano,21294,1077,5.06,2773.25,83.81,46.8,Médio
2017,2,2017-12-01,Norte,PA,Santarém,Pública,1º ano,22599,2834,12.54,2898.68,43.54,81.7,Alto
2017,2,2017-12-01,Norte,PA,Santarém,Privada,3º ano,35520,1379,3.88,4050.43,70.68,75.8,Baixo
2017,2,2017-12-01,Norte,RO,Porto Velho,Pública,1º ano,24099,2194,9.1,2678.32,72.1,53.6,Alto
2017,2,2017-12-01,Norte,RO,Porto Velho,Privada,2º ano,12688,269,2.12,2778.48,94.46,68.0,Baixo
2017,2,2017-12-01,Norte,TO,Palmas,Pública,2º ano,9351,793,8.48,3257.05,54.25,67.1,Alto
2017,2,2017-12-01,Norte,TO,Palmas,Privada,2º ano,35843,1420,3.96,2377.24,65.42,66.8,Baixo
2017,2,2017-12-01,Nordeste,BA,Salvador,Pública,1º ano,41654,5543,13.31,3090.91,41.05,51.5,Crítico
2017,2,2017-12-01,Nordeste,BA,Salvador,Privada,2º ano,40225,2352,5.85,2000.89,59.82,82.2,Médio
2017,2,2017-12-01,Nordeste,BA,Feira de Santana,Pública,3º ano,7753,867,11.19,2071.53,57.19,73.9,Alto
2017,2,2017-12-01,Nordeste,BA,Feira de Santana,Privada,3º ano,49085,1832,3.73,2419.49,69.01,67.0,Baixo
2017,2,2017-12-01,Nordeste,PE,Recife,Pública,2º ano,47196,5284,11.2,2265.71,62.56,68.5,Alto
2017,2,2017-12-01,Nordeste,PE,Recife,Privada,1º ano,48288,2030,4.2,2186.74,53.01,89.1,Médio
2017,2,2017-12-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,3º ano,49759,6282,12.63,3293.06,41.0,88.7,Alto
2017,2,2017-12-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,3º ano,14054,481,3.43,2244.65,69.79,55.0,Baixo
2017,2,2017-12-01,Nordeste,CE,Fortaleza,Pública,2º ano,38514,3762,9.77,2276.94,61.23,59.2,Alto
2017,2,2017-12-01,Nordeste,CE,Fortaleza,Privada,2º ano,12845,663,5.17,2925.16,71.55,55.9,Médio
2017,2,2017-12-01,Nordeste,CE,Juazeiro do Norte,Pública,3º ano,33205,3576,10.77,2876.42,56.55,76.5,Alto
2017,2,2017-12-01,Nordeste,CE,Juazeiro do Norte,Privada,1º ano,29797,1420,4.77,2418.12,57.85,87.4,Médio
2017,2,2017-12-01,Nordeste,MA,São Luís,Pública,3º ano,24566,2372,9.66,3265.14,64.57,87.7,Alto
2017,2,2017-12-01,Nordeste,MA,São Luís,Privada,1º ano,30803,1660,5.39,2229.01,65.52,49.0,Médio
2017,2,2017-12-01,Nordeste,PB,João Pessoa,Pública,1º ano,13714,1585,11.56,2588.22,46.76,94.5,Alto
2017,2,2017-12-01,Nordeste,PB,João Pessoa,Privada,1º ano,19420,729,3.76,2484.82,53.42,49.8,Baixo
2017,2,2017-12-01,Centro-Oeste,DF,Brasília,Pública,2º ano,1006,59,5.94,3346.57,65.15,93.9,Médio
2017,2,2017-12-01,Centro-Oeste,DF,Brasília,Privada,2º ano,13117,164,1.25,3276.38,71.26,55.8,Baixo
2017,2,2017-12-01,Centro-Oeste,GO,Goiânia,Pública,2º ano,5556,581,10.47,2633.2,68.91,54.0,Alto
2017,2,2017-12-01,Centro-Oeste,GO,Goiânia,Privada,2º ano,24371,1232,5.06,3289.49,44.77,59.2,Médio
2017,2,2017-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,1º ano,18821,1502,7.99,2370.69,78.93,60.4,Médio
2017,2,2017-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,3º ano,43309,2509,5.79,3179.06,76.21,53.7,Médio
2017,2,2017-12-01,Centro-Oeste,MT,Cuiabá,Pública,3º ano,42475,4533,10.67,3223.22,67.5,91.1,Alto
2017,2,2017-12-01,Centro-Oeste,MT,Cuiabá,Privada,1º ano,3291,168,5.13,3377.59,69.22,54.8,Médio
2017,2,2017-12-01,Centro-Oeste,MS,Campo Grande,Pública,3º ano,4617,562,12.18,3073.25,58.59,58.4,Alto
2017,2,2017-12-01,Centro-Oeste,MS,Campo Grande,Privada,3º ano,46919,3918,8.35,2130.56,83.57,73.3,Alto
2017,2,2017-12-01,Sudeste,SP,São Paulo,Pública,1º ano,21064,1895,9.0,3732.66,60.32,87.4,Alto
2017,2,2017-12-01,Sudeste,SP,São Paulo,Privada,3º ano,26922,994,3.69,1759.03,80.24,55.3,Baixo
2017,2,2017-12-01,Sudeste,SP,Campinas,Pública,2º ano,46517,4683,10.07,4116.98,51.81,79.0,Alto
2017,2,2017-12-01,Sudeste,SP,Campinas,Privada,2º ano,35711,1369,3.83,3252.54,76.4,62.4,Baixo
2017,2,2017-12-01,Sudeste,SP,Ribeirão Preto,Pública,3º ano,40760,4248,10.42,2358.71,52.84,72.8,Alto
2017,2,2017-12-01,Sudeste,SP,Ribeirão Preto,Privada,1º ano,9502,362,3.81,2314.25,70.57,54.1,Baixo
2017,2,2017-12-01,Sudeste,RJ,Rio de Janeiro,Pública,2º ano,46515,4954,10.65,2632.14,60.29,55.7,Alto
2017,2,2017-12-01,Sudeste,RJ,Rio de Janeiro,Privada,3º ano,43107,3180,7.38,3266.6,67.23,45.5,Médio
2017,2,2017-12-01,Sudeste,RJ,Niterói,Pública,2º ano,29131,3136,10.77,2355.96,72.09,67.9,Alto
2017,2,2017-12-01,Sudeste,RJ,Niterói,Privada,1º ano,23228,2249,9.69,2226.42,69.33,61.6,Alto
2017,2,2017-12-01,Sudeste,RJ,Nova Iguaçu,Pública,3º ano,7022,553,7.88,2886.16,63.76,87.1,Médio
2017,2,2017-12-01,Sudeste,RJ,Nova Iguaçu,Privada,2º ano,44032,3370,7.66,1281.21,74.47,84.5,Médio
2017,2,2017-12-01,Sudeste,RJ,Petrópolis,Pública,2º ano,33725,2881,8.54,2234.53,68.1,78.4,Alto
2017,2,2017-12-01,Sudeste,RJ,Petrópolis,Privada,3º ano,42876,214,0.5,3142.59,43.48,93.4,Baixo
2017,2,2017-12-01,Sudeste,MG,Belo Horizonte,Pública,2º ano,10195,1346,13.21,2055.58,73.98,71.1,Crítico
2017,2,2017-12-01,Sudeste,MG,Belo Horizonte,Privada,2º ano,49737,816,1.64,1765.98,71.43,71.7,Baixo
2017,2,2017-12-01,Sudeste,MG,Uberlândia,Pública,2º ano,41217,5307,12.88,2576.57,72.19,57.9,Alto
2017,2,2017-12-01,Sudeste,MG,Uberlândia,Privada,1º ano,5594,92,1.66,3082.75,81.57,81.0,Baixo
2017,2,2017-12-01,Sudeste,MG,Juiz de Fora,Pública,1º ano,27379,2436,8.9,2664.01,71.23,73.7,Alto
2017,2,2017-12-01,Sudeste,MG,Juiz de Fora,Privada,1º ano,33429,1722,5.15,2600.55,59.38,69.0,Médio
2017,2,2017-12-01,Sudeste,ES,Vitória,Pública,3º ano,40538,5551,13.69,3241.41,50.35,91.2,Crítico
2017,2,2017-12-01,Sudeste,ES,Vitória,Privada,1º ano,19585,278,1.42,2917.9,69.83,82.3,Baixo
2017,2,2017-12-01,Sudeste,ES,Vila Velha,Pública,1º ano,44620,4941,11.08,3040.75,78.58,53.2,Alto
2017,2,2017-12-01,Sudeste,ES,Vila Velha,Privada,3º ano,43243,2782,6.43,3237.12,55.5,54.7,Médio
2017,2,2017-12-01,Sudeste,ES,Serra,Pública,3º ano,1866,137,7.35,2805.42,80.91,62.9,Médio
2017,2,2017-12-01,Sudeste,ES,Serra,Privada,1º ano,4251,354,8.33,2243.52,75.81,50.9,Alto
2017,2,2017-12-01,Sul,PR,Curitiba,Pública,2º ano,33997,2570,7.56,3645.53,61.61,92.0,Médio
2017,2,2017-12-01,Sul,PR,Curitiba,Privada,3º ano,49255,872,1.77,2191.86,62.29,69.6,Baixo
